x,y,z,m
0.37500000000000033,-0.7999999999999998,0.4581195970619322,a
0.5750000000000001,-0.7999999999999998,0.3788461852288176,a
0.7750000000000002,-0.7999999999999998,0.2892034093114205,a
0.975,-0.7999999999999998,0.2037981980478042,a
1.1750000000000005,-0.7999999999999998,0.1325725813183202,a
1.3750000000000004,-0.7999999999999998,0.07960924895338083,a
1.5750000000000002,-0.7999999999999998,0.04412957881208101,a
1.7750000000000004,-0.7999999999999998,0.0225814840122491,a
1.975,-0.7999999999999998,0.01066673775864245,a
-2.025,-0.5999999999999999,0.01155513906821755,a
-1.825,-0.5999999999999999,0.02495639941732793,a
-1.625,-0.5999999999999999,0.0497559611721453,a
-1.4249999999999998,-0.5999999999999999,0.09157243321777624,a
-1.225,-0.5999999999999999,0.15557536537249467,a
-1.025,-0.5999999999999999,0.24399074127576856,a
-0.8249999999999998,-0.5999999999999999,0.35323384180229384,a
-0.6249999999999999,-0.5999999999999999,0.4720714158854265,a
-0.42499999999999993,-0.5999999999999999,0.5823841485105657,a
-0.22499999999999995,-0.5999999999999999,0.663235598322174,a
-0.025,-0.5999999999999999,0.6972404146037602,a
0.17500000000000018,-0.5999999999999999,0.6766338461617291,a
0.37500000000000033,-0.5999999999999999,0.6061516964886565,a
0.5750000000000001,-0.5999999999999999,0.5012626819665593,a
0.7750000000000002,-0.5999999999999999,0.3826536526895667,a
0.975,-0.5999999999999999,0.269651471537699,a
1.1750000000000005,-0.5999999999999999,0.17541073464079857,a
1.3750000000000004,-0.5999999999999999,0.10533337062801106,a
1.5750000000000002,-0.5999999999999999,0.05838916133215888,a
1.7750000000000004,-0.5999999999999999,0.02987823470342799,a
1.975,-0.5999999999999999,0.01411347872884524,a
-2.025,-0.3999999999999999,0.01411347872884524,a
-1.825,-0.3999999999999999,0.03048181508207119,a
-1.625,-0.3999999999999999,0.06077206821056857,a
-1.4249999999999998,-0.3999999999999999,0.11184682250362984,a
-1.225,-0.3999999999999999,0.19002018036774115,a
-1.025,-0.3999999999999999,0.2980109643597681,a
-0.8249999999999998,-0.3999999999999999,0.4314407886528347,a
-0.6249999999999999,-0.3999999999999999,0.5765893294110364,a
-0.42499999999999993,-0.3999999999999999,0.7113256052995669,a
-0.22499999999999995,-0.3999999999999999,0.8100777891007137,a
-0.025,-0.3999999999999999,0.8516113654977729,a
0.17500000000000018,-0.3999999999999999,0.8264424459664598,a
0.37500000000000033,-0.3999999999999999,0.7403553539547112,a
0.5750000000000001,-0.3999999999999999,0.6122436223167195,a
0.7750000000000002,-0.3999999999999999,0.4673742268151005,a
0.975,-0.3999999999999999,0.32935305107809404,a
1.1750000000000005,-0.3999999999999999,0.214247155101173,a
1.3750000000000004,-0.3999999999999999,0.1286544694113601,a
1.5750000000000002,-0.3999999999999999,0.07131668269775797,a
1.7750000000000004,-0.3999999999999999,0.03649335827572386,a
1.975,-0.3999999999999999,0.01723824184664647,a
-2.025,-0.19999999999999996,0.0159129028316055,a
-1.825,-0.19999999999999996,0.03436815053545999,a
-1.625,-0.19999999999999996,0.06852031557138313,a
-1.4249999999999998,-0.19999999999999996,0.12610694023199992,a
-1.225,-0.19999999999999996,0.2142471551011732,a
-1.025,-0.19999999999999996,0.33600642405177206,a
-0.8249999999999998,-0.19999999999999996,0.4864481308489939,a
-0.6249999999999999,-0.19999999999999996,0.650102653565207,a
-0.42499999999999993,-0.19999999999999996,0.8020173804230553,a
-0.22499999999999995,-0.19999999999999996,0.913360156745436,a
-0.025,-0.19999999999999996,0.960189133367952,a
0.17500000000000018,-0.19999999999999996,0.9318112558387416,a
0.37500000000000033,-0.19999999999999996,0.834748330633871,a
0.5750000000000001,-0.19999999999999996,0.6903027565616536,a
0.7750000000000002,-0.19999999999999996,0.5269629692433707,a
0.975,-0.19999999999999996,0.3713445281486123,a
1.1750000000000005,-0.19999999999999996,0.24156299283641072,a
1.3750000000000004,-0.19999999999999996,0.14505750920292362,a
1.5750000000000002,-0.19999999999999996,0.08040933520680746,a
1.7750000000000004,-0.19999999999999996,0.04114614655943679,a
1.975,-0.19999999999999996,0.01943606340885773,a
-2.025,0,0.01656232071581157,a
-1.825,0,0.03577074136637265,a
-1.625,0,0.07131668269775804,a
-1.4249999999999998,0,0.13125346209390107,a
-1.225,0,0.22299074736936875,a
-1.025,0,0.3497191063509408,a
-0.8249999999999998,0,0.5063004556733816,a
-0.6249999999999999,0,0.6766338461617291,a
-0.42499999999999993,0,0.8347483306338712,a
-0.22499999999999995,0,0.9506350918586984,a
-0.025,0,0.9993751952718164,a
0.17500000000000018,0,0.9698391945907022,a
0.37500000000000033,0,0.8688150562628429,a
0.5750000000000001,0,0.7184745464840744,a
0.7750000000000002,0,0.5484687359889124,a
0.975,0,0.38649938583446425,a
1.1750000000000005,0,0.251421365590295,a
1.3750000000000004,0,0.15097741845591442,a
1.5750000000000002,0,0.08369090242889253,a
1.7750000000000004,0,0.04282535265556087,a
1.975,0,0.02022926420382556,a
-2.025,0.20000000000000015,0.0159129028316055,a
-1.825,0.20000000000000015,0.03436815053545999,a
-1.625,0.20000000000000015,0.06852031557138313,a
-1.4249999999999998,0.20000000000000015,0.12610694023199992,a
-1.225,0.20000000000000015,0.2142471551011732,a
-1.025,0.20000000000000015,0.33600642405177206,a
-0.8249999999999998,0.20000000000000015,0.4864481308489939,a
-0.6249999999999999,0.20000000000000015,0.6501026535652069,a
-0.42499999999999993,0.20000000000000015,0.8020173804230551,a
-0.22499999999999995,0.20000000000000015,0.913360156745436,a
-0.025,0.20000000000000015,0.9601891333679518,a
0.17500000000000018,0.20000000000000015,0.9318112558387416,a
0.37500000000000033,0.20000000000000015,0.834748330633871,a
0.5750000000000001,0.20000000000000015,0.6903027565616535,a
0.7750000000000002,0.20000000000000015,0.5269629692433707,a
0.975,0.20000000000000015,0.37134452814861224,a
1.1750000000000005,0.20000000000000015,0.24156299283641072,a
1.3750000000000004,0.20000000000000015,0.14505750920292362,a
1.5750000000000002,0.20000000000000015,0.08040933520680746,a
1.7750000000000004,0.20000000000000015,0.04114614655943679,a
1.975,0.20000000000000015,0.01943606340885773,a
-2.025,0.4000000000000003,0.01411347872884524,a
-1.825,0.4000000000000003,0.03048181508207118,a
-1.625,0.4000000000000003,0.06077206821056857,a
-1.4249999999999998,0.4000000000000003,0.11184682250362984,a
-1.225,0.4000000000000003,0.19002018036774107,a
-1.025,0.4000000000000003,0.298010964359768,a
-0.8249999999999998,0.4000000000000003,0.4314407886528346,a
-0.6249999999999999,0.4000000000000003,0.5765893294110361,a
-0.42499999999999993,0.4000000000000003,0.7113256052995666,a
-0.22499999999999995,0.4000000000000003,0.8100777891007135,a
-0.025,0.4000000000000003,0.8516113654977726,a
0.17500000000000018,0.4000000000000003,0.8264424459664594,a
0.37500000000000033,0.4000000000000003,0.7403553539547109,a
0.5750000000000001,0.4000000000000003,0.6122436223167192,a
0.7750000000000002,0.4000000000000003,0.4673742268151003,a
0.975,0.4000000000000003,0.3293530510780939,a
1.1750000000000005,0.4000000000000003,0.21424715510117293,a
1.3750000000000004,0.4000000000000003,0.12865446941136008,a
1.5750000000000002,0.4000000000000003,0.07131668269775797,a
1.7750000000000004,0.4000000000000003,0.03649335827572384,a
1.975,0.4000000000000003,0.01723824184664646,a
-2.025,0.6000000000000001,0.01155513906821754,a
-1.825,0.6000000000000001,0.02495639941732793,a
-1.625,0.6000000000000001,0.04975596117214528,a
-1.4249999999999998,0.6000000000000001,0.0915724332177762,a
-1.225,0.6000000000000001,0.1555753653724946,a
-1.025,0.6000000000000001,0.2439907412757685,a
-0.8249999999999998,0.6000000000000001,0.35323384180229367,a
-0.6249999999999999,0.6000000000000001,0.4720714158854263,a
-0.42499999999999993,0.6000000000000001,0.5823841485105655,a
-0.22499999999999995,0.6000000000000001,0.6632355983221738,a
-0.025,0.6000000000000001,0.69724041460376,a
0.17500000000000018,0.6000000000000001,0.6766338461617288,a
0.37500000000000033,0.6000000000000001,0.6061516964886564,a
0.5750000000000001,0.6000000000000001,0.5012626819665592,a
0.7750000000000002,0.6000000000000001,0.38265365268956664,a
0.975,0.6000000000000001,0.2696514715376989,a
1.1750000000000005,0.6000000000000001,0.17541073464079854,a
1.3750000000000004,0.6000000000000001,0.10533337062801106,a
1.5750000000000002,0.6000000000000001,0.05838916133215885,a
1.7750000000000004,0.6000000000000001,0.02987823470342799,a
1.975,0.6000000000000001,0.01411347872884524,a
-2.025,0.8000000000000003,0.00873318623801867,a
-1.825,0.8000000000000003,0.01886164092489157,a
-1.625,0.8000000000000003,0.03760474649440975,a
-1.4249999999999998,0.8000000000000003,0.06920895619153544,a
-1.225,0.8000000000000003,0.11758133171956547,a
-1.025,0.8000000000000003,0.18440423532195616,a
-0.8249999999999998,0.8000000000000003,0.26696839456611726,a
-0.6249999999999999,0.8000000000000003,0.35678390093218915,a
-0.42499999999999993,0.8000000000000003,0.440156470725822,a
-0.22499999999999995,0.8000000000000003,0.501262681966559,a
-0.025,0.8000000000000003,0.5269629692433707,a
0.17500000000000018,0.8000000000000003,0.511388859847689,a
0.37500000000000033,0.8000000000000003,0.4581195970619319,a
0.5750000000000001,0.8000000000000003,0.37884618522881736,a
0.7750000000000002,0.8000000000000003,0.2892034093114203,a
0.975,0.8000000000000003,0.20379819804780405,a
1.1750000000000005,0.8000000000000003,0.1325725813183201,a
1.3750000000000004,0.8000000000000003,0.07960924895338076,a
1.5750000000000002,0.8000000000000003,0.04412957881208098,a
1.7750000000000004,0.8000000000000003,0.02258148401224909,a
1.975,0.8000000000000003,0.01066673775864245,a
-2.025,1,0.00609293728943496,a
-1.825,1,0.01315932034414937,a
-1.625,1,0.02623594137705229,a
-1.4249999999999998,1,0.04828545028692141,a
-1.225,1,0.08203371152864568,a
-1.025,1,0.12865446941136027,a
-0.8249999999999998,1,0.1862575286979702,a
-0.6249999999999999,1,0.2489196812036605,a
-0.42499999999999993,1,0.3070867493923829,a
-0.22499999999999995,1,0.3497191063509408,a
-0.025,1,0.3676495883571968,a
0.17500000000000018,1,0.3567839009321892,a
0.37500000000000033,1,0.3196191973793099,a
0.5750000000000001,1,0.26431201465646675,a
0.7750000000000002,1,0.20177037209560844,a
0.975,1,0.14218517807388836,a
1.1750000000000005,1,0.0924927514719186,a
1.3750000000000004,1,0.0555414883310688,a
1.5750000000000002,1,0.03078816241667469,a
1.7750000000000004,1,0.01575456680289767,a
1.975,1,0.00744193041061281,a
-2.025,1.2000000000000002,0.0039240735257717,a
-1.825,1.2000000000000002,0.00847508157833252,a
-1.625,1.2000000000000002,0.01689690178822385,a
-1.4249999999999998,1.2000000000000002,0.03109758859317679,a
-1.225,1.2000000000000002,0.05283269798107577,a
-1.025,1.2000000000000002,0.08285816403604292,a
-0.8249999999999998,1.2000000000000002,0.1199566321824312,a
-0.6249999999999999,1.2000000000000002,0.16031334061956196,a
-0.42499999999999993,1.2000000000000002,0.19777505104072576,a
-0.22499999999999995,1.2000000000000002,0.22523184163865428,a
-0.025,1.2000000000000002,0.23677972509825904,a
0.17500000000000018,1.2000000000000002,0.2297818266564491,a
0.37500000000000033,1.2000000000000002,0.20584640398963683,a
0.5750000000000001,1.2000000000000002,0.1702265639686256,a
0.7750000000000002,1.2000000000000002,0.12994746832506934,a
0.975,1.2000000000000002,0.09157243321777617,a
1.1750000000000005,1.2000000000000002,0.05956870063410689,a
1.3750000000000004,1.2000000000000002,0.03577074136637259,a
1.5750000000000002,1.2000000000000002,0.01982869793456164,a
1.7750000000000004,1.2000000000000002,0.01014651481945349,a
1.975,1.2000000000000002,0.00479287422760086,a
-2.025,1.4000000000000004,0.00233294234281712,a
-1.825,1.4000000000000004,0.00503861014404234,a
-1.625,1.4000000000000004,0.0100455553101334,a
-1.4249999999999998,1.4000000000000004,0.01848815541096712,a
-1.225,1.4000000000000004,0.03141012455445292,a
-1.025,1.4000000000000004,0.04926088108651246,a
-0.8249999999999998,1.4000000000000004,0.07131668269775797,a
-0.6249999999999999,1.4000000000000004,0.09530957511207434,a
-0.42499999999999993,1.4000000000000004,0.11758133171956536,a
-0.22499999999999995,1.4000000000000004,0.13390495791134868,a
-0.025,1.4000000000000004,0.14077041191364886,a
0.17500000000000018,1.4000000000000004,0.13661001749738425,a
0.37500000000000033,1.4000000000000004,0.1223799168976128,a
0.5750000000000001,1.4000000000000004,0.10120319008971052,a
0.7750000000000002,1.4000000000000004,0.07725644007595962,a
0.975,1.4000000000000004,0.05444169317559629,a
1.1750000000000005,1.4000000000000004,0.03541481654286166,a
1.3750000000000004,1.4000000000000004,0.02126644075843591,a
1.5750000000000002,1.4000000000000004,0.01178856836159104,a
1.7750000000000004,1.4000000000000004,0.00603231155044917,a
1.975,1.4000000000000004,0.00284946221214548,a
-2.025,1.6,0.00128034590407449,a
-1.825,1.6,0.00276524787679184,a
-1.625,1.6,0.00551311764522734,a
-1.4249999999999998,1.6,0.01014651481945349,a
-1.225,1.6,0.01723824184664647,a
-1.025,1.6,0.02703494474452219,a
-0.8249999999999998,1.6,0.03913942531215513,a
-0.6249999999999999,1.6,0.05230700385268404,a
-0.42499999999999993,1.6,0.06453000303512914,a
-0.22499999999999995,1.6,0.07348859903242905,a
-0.025,1.6,0.07725644007595972,a
0.17500000000000018,1.6,0.07497316720957306,a
0.37500000000000033,1.6,0.06716352241762989,a
0.5750000000000001,1.6,0.05554148833106884,a
0.7750000000000002,1.6,0.04239923327688755,a
0.975,1.6,0.029878234703428,a
1.1750000000000005,1.6,0.01943606340885772,a
1.3750000000000004,1.6,0.0116712701465339,a
1.5750000000000002,1.6,0.00646970348973105,a
1.7750000000000004,1.6,0.0033106027714309,a
1.975,1.6,0.00156381801863567,a
-2.025,1.8000000000000005,6.486449911098243e-4,a
-1.825,1.8000000000000005,0.00140092156248561,a
-1.625,1.8000000000000005,0.00279303907998273,a
-1.4249999999999998,1.8000000000000005,0.00514039682082441,a
-1.225,1.8000000000000005,0.00873318623801867,a
-1.025,1.8000000000000005,0.01369636239523973,a
-0.8249999999999998,1.8000000000000005,0.01982869793456165,a
-0.6249999999999999,1.8000000000000005,0.02649961697150208,a
-0.42499999999999993,1.8000000000000005,0.03269199605499947,a
-0.22499999999999995,1.8000000000000005,0.03723057301496996,a
-0.025,1.8000000000000005,0.0391394253121551,a
0.17500000000000018,1.8000000000000005,0.03798268047983633,a
0.37500000000000033,1.8000000000000005,0.03402618172389849,a
0.5750000000000001,1.8000000000000005,0.02813826176979457,a
0.7750000000000002,1.8000000000000005,0.02148017204134377,a
0.975,1.8000000000000005,0.01513682140264387,a
1.1750000000000005,1.8000000000000005,0.00984663998762237,a
1.3750000000000004,1.8000000000000005,0.0059128637787233,a
1.5750000000000002,1.8000000000000005,0.0032776617234647,a
1.7750000000000004,1.8000000000000005,0.00167720761897951,a
1.975,1.8000000000000005,7.922567812083176e-4,a
-2.025,2,3.033494853902059e-4,a
-1.825,2,6.551639816487877e-4,a
-1.625,2,0.00130621060703457,a
-1.4249999999999998,2,0.00240399101460805,a
-1.225,2,0.00408421800434631,a
-1.025,2,0.00640532886441465,a
-0.8249999999999998,2,0.00927321631531522,a
-0.6249999999999999,2,0.01239298118619354,a
-0.42499999999999993,2,0.01528894898686366,a
-0.22499999999999995,2,0.01741148905744256,a
-0.025,2,0.01830419519095678,a
0.17500000000000018,2,0.01776322446826411,a
0.37500000000000033,2,0.0159129028316055,a
0.5750000000000001,2,0.01315932034414936,a
0.7750000000000002,2,0.0100455553101334,a
0.975,2,0.00707898318166159,a
1.1750000000000005,2,0.00460494294106426,a
1.3750000000000004,2,0.00276524787679183,a
1.5750000000000002,2,0.00153285234715988,a
1.7750000000000004,2,7.84373694521946e-4,a
1.975,2,3.7051189814206605e-4,a
-1.95,-1.95,-9.71013071931384e-4,b
-1.75,-1.95,-0.00182644429198651,b
-1.55,-1.95,-0.00312992865359381,b
-1.35,-1.95,-0.00486886023362124,b
-1.15,-1.95,-0.0068381499599429,b
-0.95,-1.95,-0.00859741850700764,b
-0.7499999999999998,-1.95,-0.0095359913814373,b
-0.5499999999999998,-1.95,-0.00906951036109912,b
-0.3499999999999999,-1.95,-0.00690974790502247,b
-0.14999999999999997,-1.95,-0.00327276532965641,b
0.05,-1.95,0.00111295985830286,b
0.25000000000000017,-1.95,0.00524073060926293,b
0.45000000000000034,-1.95,0.00820093016640479,b
0.6500000000000001,-1.95,0.00950646756123624,b
0.8500000000000003,-1.95,0.00920950727097073,b
1.05,-1.95,0.00777991523706042,b
1.2500000000000002,-1.95,0.00584682530069807,b
1.4500000000000004,-1.95,0.00395238358206467,b
1.65,-1.95,0.00241942659262079,b
1.8500000000000003,-1.95,0.0013470821973155,b
2.05,-1.95,6.842684771848303e-4,b
-1.95,-1.75,-0.00203518078249925,b
-1.75,-1.75,-0.00382810945682004,b
-1.55,-1.75,-0.0065601286229008,b
-1.35,-1.75,-0.01020481707875608,b
-1.15,-1.75,-0.01433232135448256,b
-0.95,-1.75,-0.01801963478180845,b
-0.7499999999999998,-1.75,-0.01998682300226661,b
-0.5499999999999998,-1.75,-0.01900910886490225,b
-0.3499999999999999,-1.75,-0.01448238603033963,b
-0.14999999999999997,-1.75,-0.00685950508503273,b
0.05,-1.75,0.00233269209322358,b
0.25000000000000017,-1.75,0.01098423340585186,b
0.45000000000000034,-1.75,0.01718862078765598,b
0.6500000000000001,-1.75,0.01992494297898366,b
0.8500000000000003,-1.75,0.01930253336022163,b
1.05,-1.75,0.01630620064511077,b
1.2500000000000002,-1.75,0.01225456879477727,b
1.4500000000000004,-1.75,0.00828394111655381,b
1.65,-1.75,0.005070962120186,b
1.8500000000000003,-1.75,0.00282339741829666,b
2.05,-1.75,0.00143418260278066,b
-1.95,-1.55,-0.00393765217710189,b
-1.75,-1.55,-0.00740659683230735,b
-1.55,-1.55,-0.01269248657227981,b
-1.35,-1.55,-0.0197442018579522,b
-1.15,-1.55,-0.02773006549083939,b
-0.95,-1.55,-0.0348642512445672,b
-0.7499999999999998,-1.55,-0.03867035193383564,b
-0.5499999999999998,-1.55,-0.03677867811562658,b
-0.3499999999999999,-1.55,-0.02802040947535217,b
-0.14999999999999997,-1.55,-0.01327171785631308,b
0.05,-1.55,0.00451327478048921,b
0.25000000000000017,-1.55,0.02125221059292489,b
0.45000000000000034,-1.55,0.03325641173890019,b
0.6500000000000001,-1.55,0.03855062693913516,b
0.8500000000000003,-1.55,0.03734639357989628,b
1.05,-1.55,0.03154911201138178,b
1.2500000000000002,-1.55,0.02371004576553742,b
1.4500000000000004,-1.55,0.01602770577094611,b
1.65,-1.55,0.00981125863817894,b
1.8500000000000003,-1.55,0.00546268768189087,b
2.05,-1.55,0.00277484550599277,b
-1.95,-1.35,-0.00703279811523068,b
-1.75,-1.35,-0.01322846658357269,b
-1.55,-1.35,-0.02266926879987104,b
-1.35,-1.35,-0.03526390330278965,b
-1.15,-1.35,-0.04952696265385557,b
-0.95,-1.35,-0.06226889258212314,b
-0.7499999999999998,-1.35,-0.06906673468446091,b
-0.5499999999999998,-1.35,-0.0656881325466958,b
-0.3499999999999999,-1.35,-0.05004552816833253,b
-0.14999999999999997,-1.35,-0.02370379813344717,b
0.05,-1.35,0.00806088220648884,b
0.25000000000000017,-1.35,0.03795726485735769,b
0.45000000000000034,-1.35,0.05939722943452365,b
0.6500000000000001,-1.35,0.06885290124280453,b
0.8500000000000003,-1.35,0.06670209418361264,b
1.05,-1.35,0.05634792650836665,b
1.2500000000000002,-1.35,0.0423470529320929,b
1.4500000000000004,-1.35,0.02862609846366451,b
1.65,-1.35,0.01752328498181624,b
1.8500000000000003,-1.35,0.00975657013504213,b
2.05,-1.35,0.00495598071309723,b
-1.95,-1.15,-0.01159512384512058,b
-1.75,-1.15,-0.02181005423508215,b
-1.55,-1.15,-0.03737530566156614,b
-1.35,-1.15,-0.05814034746322175,b
-1.15,-1.15,-0.08165615680058255,b
-0.95,-1.15,-0.10266404770308785,b
-0.7499999999999998,-1.15,-0.113871794572073,b
-0.5499999999999998,-1.15,-0.10830142136230676,b
-0.3499999999999999,-1.15,-0.08251112679455223,b
-0.14999999999999997,-1.15,-0.03908095617899634,b
0.05,-1.15,0.01329014795444633,b
0.25000000000000017,-1.15,0.06258094994792408,b
0.45000000000000034,-1.15,0.09792947558935484,b
0.6500000000000001,-1.15,0.1135192428284271,b
0.8500000000000003,-1.15,0.1099731614807654,b
1.05,-1.15,0.09290202499419167,b
1.2500000000000002,-1.15,0.06981848692060577,b
1.4500000000000004,-1.15,0.04719645743419993,b
1.65,-1.15,0.02889101268206055,b
1.8500000000000003,-1.15,0.01608586471072158,b
2.05,-1.15,0.008171030818863,b
-1.95,-0.95,-0.01764733272491044,b
-1.75,-0.95,-0.03319406407175241,b
-1.55,-0.95,-0.05688377834639913,b
-1.35,-0.95,-0.08848737366933287,b
-1.15,-0.95,-0.1242775314300537,b
-0.95,-0.95,-0.15625073374829715,b
-0.7499999999999998,-0.95,-0.17330849360799766,b
-0.5499999999999998,-0.95,-0.16483059973228545,b
-0.3499999999999999,-0.95,-0.12557876289208303,b
-0.14999999999999997,-0.95,-0.05947971286124892,b
0.05,-0.95,0.02022709425515094,b
0.25000000000000017,-0.95,0.09524579993483435,b
0.45000000000000034,-0.95,0.14904489700889154,b
0.6500000000000001,-0.95,0.17277192340780229,b
0.8500000000000003,-0.95,0.16737492392356493,b
